complaint_text,base_severity,category,compllaint_text
"A broken transformer near the industrial estate in Naraina, Delhi, is leaking oil and producing intermittent sparks. High risk of fire and major power outage.",4,Electrical_Hazard,
"Exposed wiring is visible from a damaged street light in front of the DPS School, Vasant Kunj, Delhi. Children often play near this area. Urgent repair needed.",4,Electrical_Hazard,
"The ground around an electrical pole in Khan Market often gets waterlogged during monsoon, and the pole emits sparks. Urgent safety inspection is needed to prevent electrocution.",5,Electrical_Hazard,
"An overhead power line near the IIT Delhi main gate has its insulation worn out, exposing the bare conductor. This poses a risk to wildlife and could cause a short circuit in heavy winds.",3,Electrical_Hazard,
"A street light pole outside the local police station in Janakpuri has its bottom access panel open, showing all the live wiring. Unsafe for public access, especially for curious kids.",3,Electrical_Hazard,
"The main electrical pole in front of Block B, Karkardooma Court, is leaning significantly and has large cracks. It looks very unstable and ready to collapse.",4,Electrical_Hazard,
"Numerous unauthorized electricity connections ('kundi') are taken from the main line passing through the settlement near the Tughlakabad Fort. Extremely hazardous, makeshift wiring poses fire risk.",5,Electrical_Hazard,
"The transformer near the Red Fort is emitting a loud humming noise and occasional flashes, indicating an internal fault. High risk of failure and fire in a historical area.",4,Electrical_Hazard,
"Exposed electrical conduits are running along the footpath near the Sector 12 market, Noida, with bare wires visible. A clear trip and shock hazard for pedestrians.",3,Electrical_Hazard,
"A broken street light in front of the Golden Temple, Amritsar, has exposed wiring that could become electrified during rain or snow. Please repair promptly to ensure safety of pilgrims.",3,Electrical_Hazard,
"During monsoons, the area around the electrical junction box in Rajouri Garden market gets severely waterlogged, and the box itself leaks water, creating a critical shock hazard.",5,Electrical_Hazard,
A metal gate near an electrical pole in Dwarka Sector 17 occasionally gives shocks. This indicates a severe ground fault or direct live wire contact. Urgent attention needed before a tragedy.,5,Electrical_Hazard,
"The overhead electrical cables passing over the bustling Hill Road, Bandra, are sagging dangerously low and touching commercial hoardings. Potential for fire and major disruption.",4,Electrical_Hazard,
"An open distribution box is situated on the pavement near the main gate of Bannerghatta National Park, Bengaluru, with live wires visible. Highly dangerous for park visitors and animals.",4,Electrical_Hazard,
"The main feeder pillar in front of the local Panchayat office in Najafgarh has its door wide open, exposing high-voltage components. Immediate safety risk to public in a rural setting.",5,Electrical_Hazard,
"A snapped overhead electric wire is hanging precariously low across the narrow lane in Trilokpuri. People are at severe risk. Highly dangerous, especially with children playing.",5,Electrical_Hazard,
"Several streetlights in Rohini Sector 24 have damaged internal wiring visible from the base. While no immediate sparks, it's a hazard that needs addressing before monsoon hits.",3,Electrical_Hazard,
A power cable near the New Delhi Railway Station appears to be lying directly on the ground in a waterlogged area. This is an extreme electrocution hazard for passengers.,5,Electrical_Hazard,
The transformer unit near the community center in Dwarka Sector 20 is emitting very loud crackling noises and appears to be overheating. Urgent fault finding required to prevent a blowout.,4,Electrical_Hazard,
"Exposed wires are visible from a broken street light fixture in Sector 13, Dwarka, right outside a school gate. Very unsafe for students and needs immediate repair.",4,Electrical_Hazard,
"During heavy rains, the area around the primary healthcare center in Mongolpuri becomes waterlogged, and an open electrical pit nearby becomes a submerged death trap. Lives are at stake here.",5,Electrical_Hazard,
A metal sign board attached to an electrical pole in Kashmiri Gate market gives minor electric shocks when touched. This needs immediate inspection and proper grounding to ensure public safety.,5,Electrical_Hazard,
"The main overhead cable near the vegetable market in Greater Kailash is sagging significantly and touching tree branches, causing sparks during windy conditions. This is a fire hazard to upscale homes.",4,Electrical_Hazard,
"A streetlight in our society (Palm Drive, Gurgaon) is leaning badly, and its internal wires are exposed. It looks very unstable and could collapse in a storm.",4,Electrical_Hazard,
"There's an open electrical panel on the outer wall of the main administrative building in Delhi University (South Campus), with live wires easily accessible. Highly unsafe for students and staff.",4,Electrical_Hazard,
"Unauthorized electricity connections are heavily concentrated in the temporary dwellings near the Wazirabad Barrage, with tangled, exposed wires everywhere. Massive fire risk and shock hazard.",5,Electrical_Hazard,
"We've noticed a strong burning plastic smell near the underground cabling access point in Defence Colony, especially during peak load hours. Possible underground short circuit.",4,Electrical_Hazard,
A broken street light pole at the bus stop near Safdarjung Hospital has its internal wiring fully exposed. This is a serious hazard for daily commuters and patients' relatives.,4,Electrical_Hazard,
"The main electrical fuse box for our block in Dwarka Sector 4 has its cover broken, leaving fuses and live terminals exposed to the open air. This is a significant risk of shock.",3,Electrical_Hazard,
"A large portion of the insulation on an overhead cable near the Ring Road, Delhi, has eroded, exposing the bare conductor. Risk of flashover during rain and heavy winds on a major road.",4,Electrical_Hazard,
"An electric pole near the government primary school in Tikri Kalan has its entire base cracked, making it extremely unstable. Impending collapse is a major concern for children's safety.",5,Electrical_Hazard,
"During heavy downpours, the pavement around the electrical feeder box in Dwarka Sector 6 becomes electrified. Urgent inspection is needed to prevent electrocution incidents. This is a recurrent issue.",5,Electrical_Hazard,
"The main street light at the intersection of Ashram Road and Paldi, Ahmedabad, is visibly sparking from its head assembly, particularly at night. High danger to pedestrians and traffic.",4,Electrical_Hazard,
"Bare wires are hanging out of a damaged distribution box near the public park entrance in Hadapsar, Pune. Highly unsafe for children and general public, especially during play time.",4,Electrical_Hazard,
A power cable near the Botanical Garden metro station appears to be lying directly on the ground in a waterlogged area. This is an extreme electrocution hazard for commuters.,5,Electrical_Hazard,
The electrical meter box for shop no. 30 in Karol Bagh market is severely damaged with exposed live wires. Needs immediate repair to prevent a serious accident and fire.,4,Electrical_Hazard,
"A leaning electric pole in front of the Moolchand Hospital, Lajpat Nagar, is threatening to fall onto the busy road. It's precariously held by the attached wires. Lives of patients and visitors are at risk.",5,Electrical_Hazard,
"We've observed a recurring problem of electric current passing through the metallic railing of our society (The Aralias, Gurgaon) during heavy rains. Please investigate the grounding of the boundary wall.",5,Electrical_Hazard,
The main power lines crossing over the railway tracks near Ghaziabad Junction are sagging dangerously low. This poses a severe risk to railway operations and human lives.,5,Electrical_Hazard,
"Several streetlights in Gulmohar Park have severely corroded bases, with wires exposed to public access. While not immediately sparking, it's a significant latent hazard, especially for children.",3,Electrical_Hazard,
"A broken transformer near the industrial estate in Kirti Nagar, Delhi, is leaking oil and producing intermittent sparks. High risk of fire and major power outage in an industrial zone.",4,Electrical_Hazard,
"Exposed wiring is visible from a damaged street light in front of the Shri Ram School, DLF Phase 3, Gurgaon. Children often play near this area. Urgent repair needed.",4,Electrical_Hazard,
"The ground around an electrical pole in Hauz Khas Village often gets waterlogged during monsoon, and the pole emits sparks. Urgent safety inspection is needed to prevent electrocution.",5,Electrical_Hazard,
"An overhead power line near the JNU main gate has its insulation worn out, exposing the bare conductor. This poses a risk to wildlife and could cause a short circuit in heavy winds.",3,Electrical_Hazard,
"A street light pole outside the local police station in Defence Colony has its bottom access panel open, showing all the live wiring. Unsafe for public access, especially for curious kids.",3,Electrical_Hazard,
"The main electrical pole in front of Block C, DDA Flats, Vasant Kunj, is leaning significantly and has large cracks. It looks very unstable and ready to collapse.",4,Electrical_Hazard,
"Numerous unauthorized electricity connections ('kundi') are taken from the main line passing through the settlement near the Kalka Mandir. Extremely hazardous, makeshift wiring poses fire risk.",5,Electrical_Hazard,
"The transformer near the India Gate is emitting a loud humming noise and occasional flashes, indicating an internal fault. High risk of failure and fire in a national monument area.",4,Electrical_Hazard,
"Exposed electrical conduits are running along the footpath near the Sector 18 market, Noida, with bare wires visible. A clear trip and shock hazard for pedestrians in a busy market.",3,Electrical_Hazard,
"A broken street light in front of the Harmandir Sahib, Amritsar, has exposed wiring that could become electrified during rain or snow. Please repair promptly to ensure safety of pilgrims.",3,Electrical_Hazard,
"During monsoons, the area around the electrical junction box in Sarojini Nagar market gets severely waterlogged, and the box itself leaks water, creating a critical shock hazard.",5,Electrical_Hazard,
A metal gate near an electrical pole in Dwarka Sector 10 occasionally gives shocks. This indicates a severe ground fault or direct live wire contact. Urgent attention needed before a tragedy.,5,Electrical_Hazard,
"The overhead electrical cables passing over the bustling Linking Road, Khar, are sagging dangerously low and touching commercial hoardings. Potential for fire and major disruption.",4,Electrical_Hazard,
"An open distribution box is situated on the pavement near the main gate of Cubbon Park, Bengaluru, with live wires visible. Highly dangerous for park visitors and children.",4,Electrical_Hazard,
"The main feeder pillar in front of the local Panchayat office in Alipur has its door wide open, exposing high-voltage components. Immediate safety risk to public in a rural setting.",5,Electrical_Hazard,
"A snapped overhead electric wire is hanging precariously low across the narrow lane in Seelampur. People are at severe risk. Highly dangerous, especially with children playing in crowded areas.",5,Electrical_Hazard,
"Several streetlights in Pitampura have damaged internal wiring visible from the base. While no immediate sparks, it's a hazard that needs addressing before monsoon hits.",3,Electrical_Hazard,
A power cable near the Vishwavidyalaya metro station appears to be lying directly on the ground in a waterlogged area. This is an extreme electrocution hazard for students and commuters.,5,Electrical_Hazard,
The transformer unit near the community center in Dwarka Sector 11 is emitting very loud crackling noises and appears to be overheating. Urgent fault finding required to prevent a blowout.,4,Electrical_Hazard,
"Exposed wires are visible from a broken street light fixture in Sector 9, Dwarka, right outside a school gate. Very unsafe for students and needs immediate repair.",4,Electrical_Hazard,
"During heavy rains, the area around the primary healthcare center in Bawana becomes waterlogged, and an open electrical pit nearby becomes a submerged death trap. Lives are at stake here.",5,Electrical_Hazard,
A metal sign board attached to an electrical pole in Chandni Chowk market gives minor electric shocks when touched. This needs immediate inspection and proper grounding to ensure public safety.,5,Electrical_Hazard,
"The main overhead cable near the vegetable market in Lajpat Nagar is sagging significantly and touching tree branches, causing sparks during windy conditions. This is a fire hazard to homes.",4,Electrical_Hazard,
"A streetlight in our society (Golf Course Road, Gurgaon) is leaning badly, and its internal wires are exposed. It looks very unstable and could collapse in a storm.",4,Electrical_Hazard,
"There's an open electrical panel on the outer wall of the main administrative building in IIIT Delhi, with live wires easily accessible. Highly unsafe for students and staff.",4,Electrical_Hazard,
"Unauthorized electricity connections are heavily concentrated in the temporary dwellings near the ITO Yamuna Bridge, with tangled, exposed wires everywhere. Massive fire risk and shock hazard.",5,Electrical_Hazard,
"We've noticed a strong burning plastic smell near the underground cabling access point in Vasant Kunj, especially during peak load hours. Possible underground short circuit.",4,Electrical_Hazard,
A broken street light pole at the bus stop near Nizamuddin Dargah has its internal wiring fully exposed. This is a serious hazard for daily commuters and pilgrims.,4,Electrical_Hazard,
"The main electrical fuse box for our block in Dwarka Sector 5 has its cover broken, leaving fuses and live terminals exposed to the open air. This is a significant risk of shock.",3,Electrical_Hazard,
"A large portion of the insulation on an overhead cable near the NH24 bypass has eroded, exposing the bare conductor. Risk of flashover during rain and heavy winds on a major road.",4,Electrical_Hazard,
"An electric pole near the government primary school in Burari has its entire base cracked, making it extremely unstable. Impending collapse is a major concern for children's safety.",5,Electrical_Hazard,
"During heavy downpours, the pavement around the electrical feeder box in Dwarka Sector 8 becomes electrified. Urgent inspection is needed to prevent electrocution incidents. This is a recurrent issue.",5,Electrical_Hazard,
"The main street light at the intersection of Ashram Road and Nehrunagar, Ahmedabad, is visibly sparking from its head assembly, particularly at night. High danger to pedestrians and traffic.",4,Electrical_Hazard,
"Bare wires are hanging out of a damaged distribution box near the public park entrance in Wakad, Pune. Highly unsafe for children and general public, especially during play time.",4,Electrical_Hazard,
A power cable near the Hauz Khas metro station appears to be lying directly on the ground in a waterlogged area. This is an extreme electrocution hazard for commuters.,5,Electrical_Hazard,
The electrical meter box for shop no. 45 in Connaught Place market is severely damaged with exposed live wires. Needs immediate repair to prevent a serious accident and fire.,4,Electrical_Hazard,
"A leaning electric pole in front of the Fortis Hospital, Vasant Kunj, is threatening to fall onto the busy road. It's precariously held by the attached wires. Lives of patients and visitors are at risk.",5,Electrical_Hazard,
"We've observed a recurring problem of electric current passing through the metallic railing of our society (DLF Crest, Gurgaon) during heavy rains. Please investigate the grounding of the boundary wall.",5,Electrical_Hazard,
The main power lines crossing over the railway tracks near ITO are sagging dangerously low. This poses a severe risk to railway operations and human lives.,5,Electrical_Hazard,
"Several streetlights in Jor Bagh have severely corroded bases, with wires exposed to public access. While not immediately sparking, it's a significant latent hazard, especially for children.",3,Electrical_Hazard,
"A broken transformer near the industrial estate in Lawrence Road, Delhi, is leaking oil and producing intermittent sparks. High risk of fire and major power outage in an industrial zone.",4,Electrical_Hazard,
"Exposed wiring is visible from a damaged street light in front of the Modern School, Barakhamba Road, Delhi. Children often play near this area. Urgent repair needed.",4,Electrical_Hazard,
"The ground around an electrical pole in Connaught Place often gets waterlogged during monsoon, and the pole emits sparks. Urgent safety inspection is needed to prevent electrocution.",5,Electrical_Hazard,
"An overhead power line near the Jamia Millia Islamia main gate has its insulation worn out, exposing the bare conductor. This poses a risk to wildlife and could cause a short circuit in heavy winds.",3,Electrical_Hazard,
"A street light pole outside the local police station in Mayur Vihar has its bottom access panel open, showing all the live wiring. Unsafe for public access, especially for curious kids.",3,Electrical_Hazard,
"The main electrical pole in front of Block D, DDA Flats, Janakpuri, is leaning significantly and has large cracks. It looks very unstable and ready to collapse.",4,Electrical_Hazard,
"Numerous unauthorized electricity connections ('kundi') are taken from the main line passing through the settlement near the Lotus Temple. Extremely hazardous, makeshift wiring poses fire risk.",5,Electrical_Hazard,
"The transformer near the Qutub Minar is emitting a loud humming noise and occasional flashes, indicating an internal fault. High risk of failure and fire in a historical area.",4,Electrical_Hazard,
"Exposed electrical conduits are running along the footpath near the Sector 1 market, Noida, with bare wires visible. A clear trip and shock hazard for pedestrians in a busy market.",3,Electrical_Hazard,
"A broken street light in front of the Jallianwala Bagh, Amritsar, has exposed wiring that could become electrified during rain or snow. Please repair promptly to ensure safety of tourists.",3,Electrical_Hazard,
"During monsoons, the area around the electrical junction box in Laxmi Nagar market gets severely waterlogged, and the box itself leaks water, creating a critical shock hazard.",5,Electrical_Hazard,
A metal gate near an electrical pole in Dwarka Sector 18 occasionally gives shocks. This indicates a severe ground fault or direct live wire contact. Urgent attention needed before a tragedy.,5,Electrical_Hazard,
"The overhead electrical cables passing over the bustling Linking Road, Vile Parle, are sagging dangerously low and touching commercial hoardings. Potential for fire and major disruption.",4,Electrical_Hazard,
"An open distribution box is situated on the pavement near the main gate of Sanjay Van, Delhi, with live wires visible. Highly dangerous for park visitors and children.",4,Electrical_Hazard,
"The main feeder pillar in front of the local Panchayat office in Ghitorni has its door wide open, exposing high-voltage components. Immediate safety risk to public in a rural setting.",5,Electrical_Hazard,
"A snapped overhead electric wire is hanging precariously low across the narrow lane in Turkman Gate. People are at severe risk. Highly dangerous, especially with children playing in crowded areas.",5,Electrical_Hazard,
"Several streetlights in Model Town have damaged internal wiring visible from the base. While no immediate sparks, it's a hazard that needs addressing before monsoon hits.",3,Electrical_Hazard,
A power cable near the Karol Bagh metro station appears to be lying directly on the ground in a waterlogged area. This is an extreme electrocution hazard for commuters.,5,Electrical_Hazard,
The transformer unit near the community center in Dwarka Sector 21 is emitting very loud crackling noises and appears to be overheating. Urgent fault finding required to prevent a blowout.,4,Electrical_Hazard,
"Exposed wires are visible from a broken street light fixture in Sector 23, Dwarka, right outside a school gate. Very unsafe for students and needs immediate repair.",4,Electrical_Hazard,
"During heavy rains, the area around the primary healthcare center in Narela becomes waterlogged, and an open electrical pit nearby becomes a submerged death trap. Lives are at stake here.",5,Electrical_Hazard,
A metal sign board attached to an electrical pole in Lajpat Nagar market gives minor electric shocks when touched. This needs immediate inspection and proper grounding to ensure public safety.,5,Electrical_Hazard,
"The main overhead cable near the vegetable market in Punjabi Bagh is sagging significantly and touching tree branches, causing sparks during windy conditions. This is a fire hazard to homes.",4,Electrical_Hazard,
"A streetlight in our society (DLF Garden City, Gurgaon) is leaning badly, and its internal wires are exposed. It looks very unstable and could collapse in a storm.",4,Electrical_Hazard,
"There's an open electrical panel on the outer wall of the main administrative building in Delhi Technological University, with live wires easily accessible. Highly unsafe for students and staff.",4,Electrical_Hazard,
"Unauthorized electricity connections are heavily concentrated in the temporary dwellings near the Signature Bridge, with tangled, exposed wires everywhere. Massive fire risk and shock hazard.",5,Electrical_Hazard,
"We've noticed a strong burning plastic smell near the underground cabling access point in Greater Kailash, especially during peak load hours. Possible underground short circuit.",4,Electrical_Hazard,
A broken street light pole at the bus stop near Humayun's Tomb has its internal wiring fully exposed. This is a serious hazard for daily commuters and tourists.,4,Electrical_Hazard,
"The main electrical fuse box for our block in Dwarka Sector 16 has its cover broken, leaving fuses and live terminals exposed to the open air. This is a significant risk of shock.",3,Electrical_Hazard,
"A large portion of the insulation on an overhead cable near the DND Flyway has eroded, exposing the bare conductor. Risk of flashover during rain and heavy winds on a major road.",4,Electrical_Hazard,
"An electric pole near the government primary school in Mundka has its entire base cracked, making it extremely unstable. Impending collapse is a major concern for children's safety.",5,Electrical_Hazard,
"During heavy downpours, the pavement around the electrical feeder box in Dwarka Sector 19 becomes electrified. Urgent inspection is needed to prevent electrocution incidents. This is a recurrent issue.",5,Electrical_Hazard,
"The main street light at the intersection of Ashram Road and IIM Road, Ahmedabad, is visibly sparking from its head assembly, particularly at night. High danger to pedestrians and traffic.",4,Electrical_Hazard,
"Bare wires are hanging out of a damaged distribution box near the public park entrance in Baner, Pune. Highly unsafe for children and general public, especially during play time.",4,Electrical_Hazard,
A power cable near the Mandi House metro station appears to be lying directly on the ground in a waterlogged area. This is an extreme electrocution hazard for commuters.,5,Electrical_Hazard,
The electrical meter box for shop no. 60 in Sarojini Nagar market is severely damaged with exposed live wires. Needs immediate repair to prevent a serious accident and fire.,4,Electrical_Hazard,
"A leaning electric pole in front of the Max Hospital, Shalimar Bagh, is threatening to fall onto the busy road. It's precariously held by the attached wires. Lives of patients and visitors are at risk.",5,Electrical_Hazard,
"We've observed a recurring problem of electric current passing through the metallic railing of our society (DLF Belaire, Gurgaon) during heavy rains. Please investigate the grounding of the boundary wall.",5,Electrical_Hazard,
The main power lines crossing over the railway tracks near Sarai Rohilla Station are sagging dangerously low. This poses a severe risk to railway operations and human lives.,5,Electrical_Hazard,
"Several streetlights in Sunder Nagar have severely corroded bases, with wires exposed to public access. While not immediately sparking, it's a significant latent hazard, especially for children.",3,Electrical_Hazard,
"A broken transformer near the industrial estate in Jhilmil, Delhi, is leaking oil and producing intermittent sparks. High risk of fire and major power outage in an industrial zone.",4,Electrical_Hazard,
"Exposed wiring is visible from a damaged street light in front of the Springdales School, Pusa Road, Delhi. Children often play near this area. Urgent repair needed.",4,Electrical_Hazard,
"The ground around an electrical pole in PVR Anupam, Saket, often gets waterlogged during monsoon, and the pole emits sparks. Urgent safety inspection is needed to prevent electrocution.",5,Electrical_Hazard,
"An overhead power line near the South Campus metro gate has its insulation worn out, exposing the bare conductor. This poses a risk to wildlife and could cause a short circuit in heavy winds.",3,Electrical_Hazard,
"No electricity in our entire area, Saket, since 6 AM. The heat is unbearable and our inverter batteries are drained. Please restore power urgently.",4,Power_Outage,
"Frequent power cuts happening every hour in Sector 18, Gurgaon. This is disrupting our work from home schedule.",3,Power_Outage,
"Voltage fluctuations near the Ganesh temple, Chembur, Mumbai. Appliances are getting damaged. Please investigate.",3,Power_Outage,
"Power has been out for over 10 hours in Phase 3, Dwarka. We have elderly residents and small children suffering in this heatwave. No water supply either due to pump failure.",5,Power_Outage,
Streetlights are completely off near the Dilli Haat road for the past three nights. It's a major safety concern.,3,Power_Outage,
"Sporadic power cuts multiple times a day in Anna Nagar, Chennai. It's impossible to concentrate on studies.",3,Power_Outage,
"Load shedding without prior notice in Behala, Kolkata. This is a daily occurrence, impacting small businesses greatly.",4,Power_Outage,
"Total blackout in K.R. Puram, Bangalore, since midnight. We are completely helpless without power.",4,Power_Outage,
Power tripping constantly in our building in Bandra West. Happens every 15-20 minutes.,3,Power_Outage,
Electricity supply has been absent for the past 24 hours in some parts of Dharavi. People are struggling to cope.,5,Power_Outage,
"Just a flicker of light then complete darkness. This is the third time today in Vaishali, Ghaziabad.",2,Power_Outage,
Our apartment in Vasant Kunj has no power since the morning. All food in the fridge is getting spoiled.,4,Power_Outage,
Low voltage issue in Manesar Industrial Area. Machinery is not running efficiently due to this.,3,Power_Outage,
Power cut in Golf Links since last night. No response from helpline. Seriously worried.,4,Power_Outage,
Constant power cuts during monsoon rains in Lower Parel. Risk of short circuits and no relief from the humidity.,4,Power_Outage,
The power goes out every time it drizzles in Noida Extension. Please fix the infrastructure.,3,Power_Outage,
"Blackout in Indiranagar, Bengaluru, affecting the entire block. Our UPS is about to die.",4,Power_Outage,
"Power outage near the City Centre mall. ATMs are not working, causing inconvenience.",3,Power_Outage,
"Our locality, Palam Vihar, is experiencing continuous power fluctuations. It's damaging our electronics.",4,Power_Outage,
Electricity is gone again in Laxmi Nagar. It's become a daily routine now. Enough is enough!,3,Power_Outage,
No power for over 6 hours in South Extension. It's peak business hour; we're losing customers.,4,Power_Outage,
Frequent tripping of power breaker in our building in Colaba. Needs urgent attention.,3,Power_Outage,
"Power outage across Sector 29, Faridabad. My child has online exams and is unable to study.",4,Power_Outage,
The transformer near Lal Bahadur Shastri Marg has been sparking and now there's no power in the whole lane.,5,Power_Outage,
Electricity cut off without warning in Borivali. This is impacting patients on medical equipment.,5,Power_Outage,
"Our power supply has been erratic for the past week in HSR Layout, Bengaluru. Comes and goes every few hours.",3,Power_Outage,
Power has been down in Civil Lines since the afternoon. Please provide an estimated restoration time.,4,Power_Outage,
"Streetlights are non-functional near the railway crossing, Kalyan. Very dangerous for commuters at night.",3,Power_Outage,
"Heavy power cuts in areas around OMR, Chennai, during evening peak hours. Affects traffic signals too.",4,Power_Outage,
No power in Kirti Nagar since 3 PM. All shops are closed due to lack of electricity.,4,Power_Outage,
Constant power outages in areas surrounding the Ganga Canal. Farmers are struggling with irrigation pumps.,4,Power_Outage,
Power went out around 11 PM last night in Greater Kailash and hasn't returned. Please fix this soon.,4,Power_Outage,
"Our society in Kondapur, Hyderabad, is facing extreme low voltage, can't even run ACs properly.",3,Power_Outage,
Electricity outage in Lajpat Nagar market area. Businesses are losing revenue.,4,Power_Outage,
Power has been out for almost 5 hours in our residence in Juhu. This is unacceptable.,4,Power_Outage,
Frequent power interruptions in Defense Colony. Even brief cuts are damaging sensitive electronics.,3,Power_Outage,
The power keeps going off every 30 minutes in Karol Bagh. This is making life very difficult.,3,Power_Outage,
Complete power failure in Govindpuri. It's dark and scary for families at night.,4,Power_Outage,
"Power out in Sector 14, Rohini. My child's online classes are suffering.",3,Power_Outage,
No electricity in the entire area of Dwarka Sector 12 since morning. Water shortage is also happening.,4,Power_Outage,
Intermittent power cuts in Vile Parle West. My work calls are getting disconnected.,3,Power_Outage,
"Blackout in MG Road, Pune, for the last 8 hours. Emergency services should be restored immediately.",5,Power_Outage,
"The power keeps fluctuating in our neighbourhood near the metro station, Lajpat Nagar. It's ruining appliances.",3,Power_Outage,
"Power outage in Old Delhi area due to a cable fault, affecting many small businesses and residences.",4,Power_Outage,
No power in Janakpuri B-block since last night. Elderly parents are struggling without AC.,4,Power_Outage,
"Power has been off for over 3 hours in Salt Lake City, Sector 1, Kolkata. Urgent attention required.",3,Power_Outage,
"Frequent tripping of main power supply in our society in Whitefield, Bengaluru. Very frustrating.",3,Power_Outage,
Electricity completely gone in Nizamuddin East. This is causing significant inconvenience for residents.,4,Power_Outage,
No power in Adarsh Nagar for the past 7 hours. Water supply is also affected as pumps are not working.,4,Power_Outage,
Sporadic power cuts throughout the day in Noida Sector 62. Businesses are getting impacted.,3,Power_Outage,
Total power failure in many parts of Karol Bagh since evening. It's difficult to navigate roads.,4,Power_Outage,
Power gone near the IIT Delhi campus. Labs are facing disruption.,4,Power_Outage,
Continuous power cuts in Malviya Nagar. Appliances are getting damaged due to erratic supply.,4,Power_Outage,
No electricity in Defence Colony for the past 9 hours. Our inverter is almost dead.,5,Power_Outage,
Frequent power outages in Mehrauli. It's making it hard for small shops to operate.,3,Power_Outage,
"Power supply is intermittent in Sector 23, Gurgaon. Our security systems are failing.",3,Power_Outage,
"Blackout in entire Lajpat Nagar Block IV. This is a recurring issue, please resolve permanently.",4,Power_Outage,
Electricity off since 2 PM in Pitampura. My refrigerator contents are at risk.,4,Power_Outage,
"Voltage dropping severely in Model Town. Lights are dim, appliances are struggling.",3,Power_Outage,
"Power outage in Rohini Sector 7 for more than 6 hours. With the current humidity, it's unbearable.",4,Power_Outage,
No power in Uttam Nagar since last night. Please address this urgently.,4,Power_Outage,
"Frequent power cuts in areas around Connaught Place, affecting high-profile businesses.",4,Power_Outage,
Power has been out for over 12 hours in rural areas beyond Ghaziabad railway tracks. Urgent relief needed.,5,Power_Outage,
The streetlights near the Sector 16 market are not working. Creates a safety hazard.,2,Power_Outage,
Electricity supply is very erratic in Sarita Vihar. Seems like a capacity issue.,3,Power_Outage,
"Total power failure in Mundka. It's a populated area, people are suffering.",4,Power_Outage,
No power for over 5 hours in Mayur Vihar Phase 1. My medical device needs continuous power.,5,Power_Outage,
The power goes out every time the wind blows heavily in Dwarka Mor. This is ridiculous.,3,Power_Outage,
Our apartment in Preet Vihar has been without power since morning. Please look into it.,4,Power_Outage,
Constant fluctuations in voltage in Ramesh Nagar. My computer crashed several times.,3,Power_Outage,
Power cut in Nangloi. This area experiences frequent and prolonged outages.,4,Power_Outage,
No electricity in Jahangirpuri since 7 PM yesterday. Elderly residents are finding it difficult to sleep.,4,Power_Outage,
Frequent power tripping in our building near Hauz Khas Village. It's affecting all appliances.,3,Power_Outage,
Complete blackout in Punjabi Bagh. Emergency services are needed.,4,Power_Outage,
Power out for the last 6 hours in Geeta Colony. Food is spoiling and it's too hot.,4,Power_Outage,
Low voltage issue near Safdarjung Hospital. This can affect medical equipment performance.,5,Power_Outage,
"Electricity gone in Mahipalpur. It's a major commercial hub, impacting businesses badly.",4,Power_Outage,
Intermittent power cuts in Sarojini Nagar. We're facing huge inconvenience.,3,Power_Outage,
No power in Rajouri Garden since 1 PM. My child has critical online classes.,4,Power_Outage,
The transformer near the main market in Lajpat Nagar is making strange noises and now no power.,5,Power_Outage,
Power cut in Shakurpur. This is causing distress to many families.,3,Power_Outage,
Frequent load shedding in Rohini Sector 11. It's unannounced and very disruptive.,4,Power_Outage,
"Blackout in Naraina Vihar. Water pumps are not working, causing severe water shortage.",4,Power_Outage,
Electricity has been out for over 10 hours in Munirka. We need immediate restoration.,5,Power_Outage,
"Power keeps going out in Defence Colony, Block A. It's damaging sensitive electronics.",3,Power_Outage,
No power in Dwarka Sector 7 since yesterday evening. It's a complete nightmare.,5,Power_Outage,
Frequent power fluctuations near Delhi Cantt. Lights keep dimming and brightening.,2,Power_Outage,
Total power failure in Hari Nagar. People are feeling very unsafe at night.,4,Power_Outage,
Power outage in Karkardooma for more than 5 hours. My sick mother needs the fan.,4,Power_Outage,
Electricity gone again in Dilshad Garden. It's a daily 4-hour cut.,3,Power_Outage,
Low voltage in Paschim Vihar. Can't even charge phones properly.,2,Power_Outage,
No power in Vivek Vihar since morning. My child has exams tomorrow.,4,Power_Outage,
Frequent tripping of main power line in Tilak Nagar. Needs a permanent fix.,3,Power_Outage,
Blackout in Subhash Nagar. Shops are forced to close early.,3,Power_Outage,
Power off since 9 PM last night in Nangal Raya. No sleep due to heat and mosquitoes.,4,Power_Outage,
"Sporadic power cuts in Patel Nagar. Happens randomly, making it hard to plan.",3,Power_Outage,
No electricity in Daryaganj for over 7 hours. Water supply is also affected.,4,Power_Outage,
Frequent power fluctuations in Rohini Sector 24. My new TV is at risk.,3,Power_Outage,
Total power failure in Wazirabad. This is a very densely populated area.,4,Power_Outage,
Power outage in Sangam Vihar since early morning. No water for daily chores.,4,Power_Outage,
Electricity has been out for over 15 hours in some parts of Narela. It's a complete breakdown.,5,Power_Outage,
The power supply is extremely unstable in Sultanpur. It constantly trips.,3,Power_Outage,
Blackout in Mehrauli for the past 8 hours. Residents are facing serious problems.,5,Power_Outage,
No power in Dwarka Sector 10 since 4 PM. My elderly parents are suffering in the heat.,4,Power_Outage,
Frequent power cuts during the night in Shalimar Bagh. Disturbs sleep and security.,3,Power_Outage,
